id,survey.demoAge,survey.gender,survey.ethnicity.0,survey.ethnicity.1,survey.ethnicity.2,survey.ethnicity.3,survey.ethnicity.4,survey.ethnicity.5,survey.ethnicity.6,survey.switchFromStem,survey.intendToSwtich,survey.intendedMajor,survey.involvedInActivity,survey.intendedActivity.0,survey.intendedActivity.1,survey.intendedActivity.2,survey.intendedActivity.3,survey.intendedActivity.4,survey.intendedActivity.5,survey.intendedActivity.6,survey.intendedActivity.7,survey.intendedActivity.8,survey.intendedActivity.9,survey.intendedActivity.10,survey.intendedActivity.11,survey.intendedActivity.12,survey.no_OCA_1to14.noOCAReason13,survey.no_OCA_1to14.noOCAReason14,survey.noOCA_15to30.noOCAReason15,survey.noOCA_15to30.noOCAReason16,survey.noOCA_15to30.noOCAReason17,survey.noOCA_15to30.noOCAReason18,survey.noOCA_15to30.noOCAReason19,survey.noOCA_15to30.noOCAReason20,survey.noOCA_15to30.noOCAReason21,survey.noOCA_15to30.noOCAReason22,survey.noOCA_15to30.noOCAReason23,survey.noOCA_15to30.noOCAReason24,survey.noOCA_15to30.noOCAReason25,survey.noOCA_15to30.noOCAReason26,survey.noOCA_15to30.noOCAReason27,survey.noOCA_15to30.noOCAReason28,survey.noOCA_15to30.noOCAReason29,survey.noOCA_15to30.noOCAReason30,survey.ae_grit.ae1,survey.ae_grit.ae2,survey.ae_grit.ae3,survey.ae_grit.ae4,survey.ae_grit.ae5,survey.ae_grit.ae6,survey.ae_grit.ae7,survey.ae_grit.ae8,survey.ae_grit.ae9,survey.ae_grit.ae10,survey.ae_grit.ae11,survey.ae_grit.ae12,survey.ae_grit.ae13,survey.ae_grit.ae14,survey.ae_grit.ae15,survey.ae_grit.ae16,survey.ae_grit.ae17,survey.ae_grit.ae18,survey.ae_grit.ae19,survey.ae_grit.ae20,survey.ae_grit.ae21,survey.ae_grit.ae22,survey.ae_grit.ae23,survey.ae_grit.ae24,survey.ae_grit.ae25,survey.ae_grit.ae26,survey.ae_grit.ae27,survey.ae_grit.ae28,survey.ae_grit.grit1,survey.ae_grit.grit2,survey.ae_grit.grit3,survey.ae_grit.grit4,survey.ae_grit.grit5,survey.ae_grit.grit6,survey.ae_grit.grit7,survey.ae_grit.grit8,survey.livingArea,survey.gpa.firstYearGPA,survey.gpa.cumulativeGPA,survey.gpa.maxGPA,survey.guardian1,survey.guardian2,survey.parentEducation.guardian1SchoolLevel,survey.parentEducation.guardian2SchoolLevel,survey.siblingCompleteDegree,survey.houseIncome,survey.usCitizen,survey.military,survey.disability,survey.lgbt,survey.highschool1,survey.highschool2,survey.highschool3,survey.highschool4,survey.highschool5,survey.highschool6,survey.contact1,survey.contact2,survey.all.0,survey.all.1,survey.all.2,survey.all.3,survey.all.4,survey.all.5,survey.all.6,survey.all.7,survey.all.8,survey.all.9,survey.all.10,survey.all.11,survey.all.12,survey.all.13,survey.all.14,survey.all.15,survey.all.16,survey.all.17,survey.all.18,survey.all.19,survey.levelAct.levelAct20,survey.participationHours,survey.participationCredit,survey.participationPaid,survey.allOut.allOut1,survey.allOut.allOut2,survey.allOut.allOut3,survey.allOut.allOut4,survey.allOut.allOut5,survey.allOut.allOut6,survey.allOut.allOut7,survey.allOut.allOut8,survey.allOut.allOut9,survey.allOut.allOut10,survey.allOut.allOut11,survey.allOut.allOut12,survey.allOut.allOut13,survey.allOut.allOut14,survey.allOut.allOut15,survey.allOut.allOut16,survey.allOut.allOut17,survey.allOut.allOut18,survey.allOut.allOut19,survey.allOut.allOut20,survey.allOut.allOut21,survey.allOut.allOut22,survey.allOut.allOut23,survey.allOut.allOut24,survey.allOut.allOut25,survey.allOut.allOut26,survey.allOut.allOut27,survey.allOut.allOut28,survey.allOut.allOut29,survey.allOut.allOut30,survey.allReason_1to14.allReason1,survey.allReason_1to14.allReason2,survey.allReason_1to14.allReason3,survey.allReason_1to14.allReason4,survey.allReason_1to14.allReason5,survey.allReason_1to14.allReason6,survey.allReason_1to14.allReason7,survey.allReason_1to14.allReason8,survey.allReason_1to14.allReason9,survey.allReason_1to14.allReason10,survey.allReason_1to14.allReason11,survey.allReason_1to14.allReason12,survey.allReason_1to14.allReason13,survey.allReason_1to14.allReason14,survey.allReason_15to30.allReason15,survey.allReason_15to30.allReason16,survey.allReason_15to30.allReason17,survey.allReason_15to30.allReason18,survey.allReason_15to30.allReason19,survey.allReason_15to30.allReason20,survey.allReason_15to30.allReason21,survey.allReason_15to30.allReason22,survey.allReason_15to30.allReason23,survey.allReason_15to30.allReason24,survey.allReason_15to30.allReason25,survey.allReason_15to30.allReason26,survey.allReason_15to30.allReason27,survey.allReason_15to30.allReason28,survey.allReason_15to30.allReason29,survey.allReason_15to30.allReason30,survey.top,survey.topOut.topOut1,survey.topOut.topOut2,survey.topOut.topOut3,survey.topOut.topOut4,survey.topOut.topOut5,survey.topOut.topOut6,survey.topOut.topOut7,survey.topOut.topOut8,survey.topOut.topOut9,survey.topOut.topOut10,survey.topOut.topOut11,survey.topOut.topOut12,survey.topOut.topOut13,survey.topOut.topOut14,survey.topOut.topOut15,survey.topOut.topOut16,survey.topOut.topOut17,survey.topOut.topOut18,survey.topOut.topOut19,survey.topOut.topOut20,survey.topOut.topOut21,survey.topOut.topOut22,survey.topOut.topOut23,survey.topOut.topOut24,survey.topOut.topOut25,survey.topOut.topOut26,survey.topOut.topOut27,survey.topOut.topOut28,survey.topOut.topOut29,survey.topOut.topOut30,survey.topReason.topReason1,survey.topReason.topReason2,survey.topReason.topReason3,survey.topReason.topReason4,survey.topReason.topReason5,survey.topReason.topReason6,survey.topReason.topReason7,survey.topReason.topReason8,survey.topReason.topReason9,survey.topReason.topReason10,survey.topReason.topReason11,survey.topReason.topReason12,survey.topReason.topReason13,survey.topReason.topReason14
1127,25,Woman,Hispanic,,,,,,,"Yes, from a non-STEM major",No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,2,2,2,3,2,3,3,3,3,4,4,4,4,4,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,2,3,Off campus with friends/peers,,2.6,4,Mother,Father,Associate or other 2-year degree,Attended college but did not receive a degree,Yes,"$40,000 - $59,999",a U.S. Citizen: born in the U.S.,No,Visual impairment,Heterosexual (or Straight),Yes,Mexia High School,76667,Yes,1,2,,Yes,2_Culture,8_International,9_Job,13_Music,20_Other,,,,,,,,,,,,,,,,3,10-12,Yes,Yes,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,1,3,4,1,1,1,1,3,3,3,4,3,3,3,2,4,4,4,2,4,2,3,2,2,3,2,2,2,3,3,3,3,3,2,2,2,2,8_International,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,4,3,3,3,2,3,3,3,2,3,3,2,2,2,2,3,4,3,2,3,3,2,2,4,3,4,4,4,4
1128,20,Woman,Hispanic,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,3,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,4,4,4,4,4,4,3,3,2,3,2,2,4,4,A non-science or non-engineering living/learning program in a residence hall,,3.0,4.0,Mother,Father,Bachelor's or other 4-year degree,Bachelor's or other 4-year degree,No,"Less than $19,999",a Permanent Resident,No,I have no disabilities,Heterosexual (or Straight),Yes,"HS for construction trades, engineering and architecture ",11416,Yes,2,3,,No,10_Community,20_Other,,,,,,,,,,,,,,,,,,,2,1-3,No,No,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,2,2,3,2,4,4,4,4,3,4,2,3,20_Other,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,2,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1129,21,Woman,Hispanic,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,2,2,2,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,2,3,3,on campus apartments with friends/peers,,3.533,4,Mother,Father,Associate or other 2-year degree,Did not finish high school,No,"Less than $19,999",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Heterosexual (or Straight),Yes,Clyde A. Erwin High School,28806,Yes,,3,,No,Pre-professional,,,,,,,,,,,,,,,,,,,,,1-3,No,No,3,3,3,3,3,3,3,2,3,2,3,2,3,2,3,3,3,3,3,2,2,3,3,2,2,2,3,2,2,2,2,2,2,2,3,2,2,3,3,2,2,2,2,2,3,2,2,2,2,3,2,3,3,3,2,2,2,2,2,2,Pre-professional,3,3,3,3,3,3,2,2,3,2,3,3,3,2,2,2,2,3,3,2,2,3,3,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2
1130,21,Woman,White,Hispanic,,,,,,"Yes, from a STEM Major",No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,2,1,2,1,3,2,2,4,4,4,4,3,4,3,3,3,3,3,2,4,3,3,3,4,4,3,2,3,4,3,2,2,4,Off campus with friends/peers,n/a,4.0,4.0,Mother,Father,Bachelor's or other 4-year degree,"Master's degree (M.A., M.S., M.B.A., etc.)",Yes,"$150,000 - $200,000",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Heterosexual (or Straight),Yes,Mount Notre Dame High School,45140,Yes,7,4,took longer than anticipated,Yes,2_Culture,3_Eng,8_International,13_Music,Pre-professional,15_Professional,16_Research,17_Public,,,,,,,,,,,,,,12+,Yes,Yes,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,3,3,3,3,2,2,4,4,3,3,3,2,3,2,2,2,3,3,3,3,2,4,3,4,3,3,3,3,3,2,2,2,2,2,2,2,1,4,3,2,2,2,2,3,3,8_International,4,4,4,3,3,4,4,3,3,3,3,2,3,4,2,2,3,3,4,2,2,3,3,2,2,3,2,3,2,2,3,3,4,3,3,3,3,3,4,3,3,1,4,2
1131,18,Woman,Black,,,,,,,"Yes, from a STEM Major",No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9_Job,10_Community,13_Music,Pre-professional,17_Public,19_Government,20_Other,,,,,,,,,,,,,,3,4-6,No,Yes,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,1,1,1,1,3,3,3,3,3,3,3,2,3,3,3,3,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,9_Job,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,20,Man,Black,,,,,,,No,Yes,Engineering,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,3,3,3,2,2,2,3,3,4,3,3,3,3,3,2,3,3,2,2,2,3,2,2,2,3,2,3,3,2,3,3,3,"A residence hall, but not as part of a living/learning program",,3.143,4.0,Mother,Not applicable,Attended college but did not receive a degree,Unknown/Not applicable,No,"$60,000 - $79,999",a U.S. Citizen: born in the U.S.,No,Visual impairment,Heterosexual (or Straight),Yes,Panther Creek High School,27519,Yes,5,4,I difficult made me introspective into the things that I have been involved in over the years; so I appreciated that very much.,Yes,3_Eng,Pre-professional,17_Public,20_Other,,,,,,,,,,,,,,,,,3,7-9,Yes,No,3,4,4,3,3,3,3,4,3,3,2,2,3,3,3,3,2,3,2,3,4,3,3,3,4,3,2,3,2,3,4,3,4,3,3,4,4,2,3,3,3,3,3,3,4,3,2,3,2,2,3,3,4,3,3,2,3,3,2,1,17_Public,3,4,4,2,3,3,3,4,3,3,2,3,3,3,2,2,3,2,3,3,3,3,3,2,2,2,2,2,3,2,4,3,3,3,3,3,4,2,3,3,3,4,4,2
1133,18,Woman,Black,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,4,2,1,3,3,2,4,4,3,4,3,3,4,3,4,3,4,3,3,3,4,2,2,3,3,3,3,3,3,2,2,2,3,"A residence hall, but not as part of a living/learning program",,2.25,,Mother,Father,"Master's degree (M.A., M.S., M.B.A., etc.)","Doctoral degree (Ph.D., M.D., etc.)",No,"$60,000 - $79,999",a U.S. Citizen: naturalized,No,I have no disabilities,Bisexual,Yes,East Wake High School,27545,Yes,3,4,,No,9_Job,Pre-professional,,,,,,,,,,,,,,,,,,,,4-6,No,Yes,3,3,3,3,2,3,4,3,4,3,3,4,4,3,3,3,3,4,4,2,3,3,3,2,2,2,1,1,1,1,2,3,4,3,3,3,3,2,4,3,4,4,3,1,2,2,2,2,2,2,3,2,3,3,2,3,2,2,2,2,9_Job,3,3,3,3,3,3,2,3,3,3,4,4,3,3,4,3,4,3,4,1,3,3,3,2,2,1,1,1,1,1,2,4,3,4,2,2,3,2,4,3,2,2,3,2
1134,19,Woman,Hispanic,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,4,2,2,3,4,2,4,4,4,4,4,3,3,2,3,3,3,4,3,4,3,3,3,3,3,2,3,3,4,2,2,4,4,Off campus with friends/peers,,3.6,4,Mother,Father,Did not finish high school,Did not finish high school,No,"$20,000 - $39,999",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Heterosexual (or Straight),Yes,Lexington Senior High School,27292,Yes,4,4,"Interesting, and it made me think of how my college experience has been so far.",No,9_Job,13_Music,18_Sports,,,,,,,,,,,,,,,,,,,12+,Yes,Yes,3,4,4,2,3,3,2,2,3,3,3,3,4,3,2,4,4,4,3,4,2,4,4,3,3,3,2,1,3,2,3,4,3,2,3,1,1,1,4,3,3,3,2,1,1,1,3,1,1,1,4,1,4,3,1,1,3,3,3,1,13_Music,2,3,4,1,3,2,1,1,3,2,4,3,2,2,3,3,3,1,,3,1,4,4,2,3,4,2,1,3,3,3,4,3,2,3,1,3,1,4,1,4,3,1,1
1135,21,Man,White,Hispanic,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,4,4,4,3,1,3,3,3,3,3,3,2,2,2,3,1,1,1,3,2,2,2,2,3,3,2,3,3,3,4,3,3,Off campus with friends/peers,,3.76,4.00,Father,Mother,Bachelor's or other 4-year degree,High school graduate or GED,No,"$40,000 - $59,999",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Heterosexual (or Straight),Yes,Wallace Rose Hill High School,28464,Yes,3,4,,No,4_Env,6_Fraternity,9_Job,10_Community,15_Professional,17_Public,20_Other,,,,,,,,,,,,,,3,4-6,No,No,3,4,4,3,4,3,4,4,4,4,4,4,4,3,4,3,4,3,4,2,1,3,3,2,2,3,1,1,1,1,3,4,4,4,4,4,4,2,4,4,3,2,4,1,3,1,3,1,1,1,3,3,3,2,2,1,2,2,2,1,6_Fraternity,2,4,4,2,4,3,4,3,4,4,3,3,4,3,3,2,3,3,3,3,1,3,3,3,2,4,2,3,2,3,3,3,3,3,3,3,3,1,4,4,3,2,4,1
1136,22,Man,Hispanic,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,4,1,1,1,3,2,3,3,3,3,4,3,4,4,4,4,4,3,2,4,4,4,4,4,4,4,3,4,3,3,4,3,3,A fraternity or sorority residence,,2.6,4.0,Mother,Father,Bachelor's or other 4-year degree,Did not finish high school,No,"$20,000 - $39,999",an International Student (on F-1 or J-1 visa),No,I have no disabilities,Heterosexual (or Straight),Yes,Olympic High School,28278,Yes,4,3,,Yes,2_Culture,3_Eng,6_Fraternity,19_Government,,,,,,,,,,,,,,,,,,12+,No,No,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,4,1,2,3,1,3,2,4,4,4,4,3,4,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3_Eng,4,4,4,3,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,2,3,4,1,2,4,3,2,2,2,2,4,4,4,4,4,3,4,3,4,4,4,4,4,4
1137,21,Woman,White,,,,,,,"Yes, from a STEM Major",No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,4,2,2,3,3,1,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,2,3,3,4,2,3,3,3,Off campus with friends/peers,,2.74,4.0,Mother,Father,"Doctoral degree (Ph.D., M.D., etc.)","Master's degree (M.A., M.S., M.B.A., etc.)",No,"$100,000 - $149,999",a U.S. Citizen: born in the U.S.,No,Learning disability,Heterosexual (or Straight),Yes,Magruder High School,20855,Yes,2,4,,Yes,10_Community,15_Professional,20_Other,,,,,,,,,,,,,,,,,,3,1-3,No,No,3,3,3,4,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,1,2,2,2,1,1,2,1,1,1,1,2,3,4,4,4,2,3,3,3,4,2,2,3,2,3,2,2,1,1,2,4,3,3,3,3,4,1,1,1,1,15_Professional,4,3,3,4,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,1,1,2,2,1,1,2,1,1,1,1,3,3,4,4,4,2,3,3,3,3,2,2,3,2
1138,25,Man,White,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,4,2,2,2,3,2,3,3,3,3,4,4,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,Off campus with friends/peers,,2.889,4.0,Mother,Father,"Master's degree (M.A., M.S., M.B.A., etc.)",High school graduate or GED,Yes,"$40,000 - $59,999",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Heterosexual (or Straight),Yes,Providence High School,28277,Yes,,3,,No,4_Env,9_Job,16_Research,20_Other,,,,,,,,,,,,,,,,,2,7-9,No,Yes,3,3,3,3,4,4,3,3,4,4,3,3,4,3,3,3,4,4,4,2,2,3,3,2,2,2,2,2,2,2,3,3,3,3,3,2,3,3,4,4,4,4,4,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,4_Env,3,4,4,3,4,4,4,3,4,4,4,3,4,2,3,3,3,4,4,2,2,3,3,2,2,3,2,2,2,2,3,3,3,3,4,2,3,3,3,3,3,3,4,2
1139,22,Man,White,,,,,,,"Yes, from a non-STEM major",No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,3,3,4,4,2,3,3,2,2,3,3,4,4,3,3,2,3,3,1,3,3,4,3,3,3,4,2,4,3,3,4,2,4,Off campus with friends/peers,,3.38,,Mother,Father,Bachelor's or other 4-year degree,Bachelor's or other 4-year degree,No,"More than $200,000",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Heterosexual (or Straight),Yes,Wake Forest,27587,Yes,4,3,,Yes,2_Culture,4_Env,9_Job,10_Community,Pre-professional,15_Professional,16_Research,17_Public,20_Other,,,,,,,,,,,,1,4-6,No,No,4,4,3,3,3,3,3,4,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,2,3,1,2,3,2,2,3,3,3,3,3,2,2,4,4,3,3,3,3,3,2,2,2,2,2,3,3,3,3,2,2,3,2,2,2,2,15_Professional,3,3,3,4,3,4,3,3,3,4,1,1,3,3,3,4,3,3,3,2,3,3,3,2,2,3,1,3,2,1,3,3,3,3,3,2,3,3,3,3,3,3,3,3
1140,19,Man,White,Asian,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,4,1,2,1,3,1,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,2,2,2,2,3,4,3,4,3,1,2,4,A non-science or non-engineering living/learning program in a residence hall,,3.64,4,Father,Mother,"Doctoral degree (Ph.D., M.D., etc.)",Bachelor's or other 4-year degree,Yes,"More than $200,000",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Heterosexual (or Straight),Yes,Homeschool,28314,Yes,3,3,,Yes,2_Culture,4_Env,8_International,10_Community,17_Public,20_Other,,,,,,,,,,,,,,,4,4-6,Yes,No,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,3,3,1,1,1,1,1,1,1,4,4,4,3,2,1,2,3,4,3,2,1,3,3,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,10_Community,3,4,3,4,3,3,2,2,3,2,4,4,3,2,3,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,1,1,2,3,4,3,3,1,2,3
1141,18,Man,White,,,,,,,No,Yes,Non-Engineering,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,1,2,2,2,3,4,3,3,4,4,4,4,4,3,2,4,4,4,2,2,4,4,4,4,3,4,4,4,3,3,4,4,Off campus with family,4.0,4.0,4.0,Mother,Father,"Master's degree (M.A., M.S., M.B.A., etc.)",Bachelor's or other 4-year degree,Yes,"$150,000 - $200,000",a U.S. Citizen: born in the U.S.,No,Speech impairment,Asexual,Yes,,,Yes,3,4,,No,4_Env,5_Film,13_Music,16_Research,,,,,,,,,,,,,,,,,,12+,No,No,4,4,3,4,4,4,3,3,3,4,4,3,4,4,4,4,4,3,3,1,1,3,3,2,1,1,2,2,2,1,2,3,3,3,3,2,3,2,4,4,4,4,4,2,2,2,2,2,2,3,3,1,3,2,1,1,1,2,2,2,5_Film,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,3,4,2,1,3,4,2,1,1,1,1,1,1,2,4,4,4,2,2,3,3,4,4,4,4,3,3
1142,25,Woman,Asian,,,,,,,"Yes, from a STEM Major",No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,4,1,2,1,4,1,4,4,4,3,4,4,4,4,4,3,3,3,3,3,4,4,4,2,2,3,2,2,4,3,2,4,4,Off campus with family,,3.232,4,Father,Mother,"Master's degree (M.A., M.S., M.B.A., etc.)",Bachelor's or other 4-year degree,I Don't Have a Sibling,"$100,000 - $149,999",a U.S. Citizen: naturalized,No,I have no disabilities,Heterosexual (or Straight),Yes,Clayton high school,27520,Yes,4,3,,Yes,4_Env,,,,,,,,,,,,,,,,,,,,,12+,Yes,Yes,4,4,4,4,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,1,2,2,1,1,2,1,2,3,2,3,4,1,2,3,4,4,1,1,4,1,1,1,3,2,1,1,1,1,4,2,2,4,1,1,1,1,4_Env,4,4,4,3,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,1,2,2,1,1,1,1,2,4,2,3,4,1,2,3,4,4,1,3,4,2
1143,22,Man,White,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,3,3,3,3,4,4,2,2,1,1,4,3,2,1,3,2,1,1,3,4,3,4,3,2,1,1,1,4,2,1,2,Off campus with friends/peers,,3.62,4,Father,Mother,Attended college but did not receive a degree,Vocational/technical certificate or diploma,Yes,"$40,000 - $59,999",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Heterosexual (or Straight),Yes,Providence Grove High School,27317,Yes,,Not At All Active,,No,16_Research,,,,,,,,,,,,,,,,,,,,,4-6,No,Yes,2,1,2,2,1,1,1,2,2,2,2,2,1,1,1,2,2,2,2,3,1,2,2,2,3,3,3,2,2,1,2,3,2,1,3,1,2,1,1,1,1,2,1,1,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,4,16_Research,1,1,3,2,3,4,3,3,3,2,1,3,2,1,1,1,2,1,1,1,1,2,3,2,2,1,4,4,3,2,3,2,1,1,1,1,1,1,1,3,3,3,2,2
1144,25,Man,White,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,4,1,1,1,4,1,4,4,4,4,3,3,4,3,3,4,3,3,3,4,4,4,3,3,2,3,3,3,4,2,2,3,4,Off campus with friends/peers,NA,,,Mother,Father,Bachelor's or other 4-year degree,Bachelor's or other 4-year degree,No,"Less than $19,999",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Heterosexual (or Straight),Yes,D.W. Daniel High School,29630,No,,,,Yes,4_Env,15_Professional,16_Research,,,,,,,,,,,,,,,,,,,12+,No,Yes,4,4,4,4,4,4,3,3,3,3,3,4,4,3,2,3,3,3,2,1,1,3,3,2,1,2,1,1,1,1,2,3,3,3,2,2,3,3,3,4,3,2,3,1,2,1,2,1,1,1,2,2,2,2,2,2,1,2,2,2,4_Env,4,4,4,4,4,3,3,3,3,4,4,4,3,2,3,3,3,2,3,1,1,3,3,1,1,2,1,1,1,1,2,3,3,4,3,2,2,4,3,4,3,2,3,1
1145,21,Woman,Hispanic,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,3,1,1,1,3,2,4,4,4,4,4,3,3,4,4,4,2,4,3,3,3,3,3,3,3,2,3,3,4,2,2,3,4,Off campus with friends/peers,,3.6,4.0,Mother,Father,"Master's degree (M.A., M.S., M.B.A., etc.)",Attended college but did not receive a degree,No,"$40,000 - $59,999",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Lesbian,Yes,Apex High School,27502,Yes,3,3,,Yes,4_Env,8_International,9_Job,10_Community,15_Professional,16_Research,17_Public,,,,,,,,,,,,,,,7-9,Yes,Yes,3,4,4,4,4,4,3,3,4,4,4,4,4,3,3,3,4,3,4,2,1,3,3,2,2,2,2,2,1,1,2,3,4,3,3,3,4,2,4,4,2,2,3,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,15_Professional,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,2,1,3,3,2,2,2,1,2,2,2,1,3,3,4,3,4,4,2,3,4,2,2,3,1
1146,22,Man,White,,,,,,,"Yes, from a STEM Major",No,,No,,,,,,,,,,,,,,2,1,4,2,2,4,1,2,2,3,4,2,2,2,2,1,1,1,4,1,3,3,2,2,2,3,2,3,3,3,3,2,3,3,3,3,3,3,3,4,4,4,3,2,2,2,3,3,3,4,3,3,3,3,Off campus with friends/peers,N/a,,,Mother,Father,Bachelor's or other 4-year degree,Attended college but did not receive a degree,No,"$20,000 - $39,999",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Heterosexual (or Straight),Yes,Green hope high school ,27513,No,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,21,Woman,White,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,4,1,1,1,4,1,4,4,4,4,3,3,1,3,2,4,3,3,3,4,4,4,4,4,4,3,2,1,4,2,2,4,4,Off campus with friends/peers,,3.038,4.0,Mother,Father,High school graduate or GED,High school graduate or GED,No,"$60,000 - $79,999",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Heterosexual (or Straight),Yes,Clarke County High School,22611,Yes,3,2,,Yes,4_Env,9_Job,15_Professional,16_Research,,,,,,,,,,,,,,,,,,12+,No,Yes,4,4,3,2,3,4,3,1,4,4,3,3,2,2,3,3,4,3,4,3,1,4,4,1,2,1,2,1,1,1,3,3,3,4,4,1,4,4,4,4,2,2,2,1,3,1,4,1,1,1,1,3,4,1,1,1,1,1,4,1,15_Professional,4,4,4,2,4,4,3,2,4,4,4,4,4,2,4,4,4,4,3,2,1,3,3,1,1,1,1,1,3,1,4,3,3,4,4,2,4,3,4,4,3,2,2,1
